DATE RPTD,DATE OCC,TIME OCC,AREA,AREA NAME,DIST NO,CRIME,VICT SEX,PREMISES,WEAPON,LOCATION
1/25/2024 0:00,1/24/2024 0:00,1900,21,Topanga,2146,VEHICLE - STOLEN,,STREET,,7000    REMMET                       AV
1/25/2024 0:00,1/18/2024 0:00,1143,2,Rampart,237,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1400 W  3RD                          ST
1/25/2024 0:00,1/24/2024 0:00,2330,3,Southwest,394,BURGLARY,M,OTHER BUSINESS,,2700 W  MARTIN LUTHER KING JR        BL
1/25/2024 0:00,1/24/2024 0:00,600,14,Pacific,1464,BURGLARY,M,GARAGE/CARPORT,,7100    PLAYA VISTA                  DR
1/25/2024 0:00,1/24/2024 0:00,2358,7,Wilshire,702,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,SINGLE FAMILY DWELLING,,700 N  STANLEY                      AV
1/25/2024 0:00,1/25/2024 0:00,1330,5,Harbor,526,ROBBERY,X,DEPARTMENT STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400 W  ANAHEIM                      ST
1/25/2024 0:00,1/25/2024 0:00,1015,13,Newton,1353,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,MAIL BOX,,900 E  VERNON                       AV
1/25/2024 0:00,1/25/2024 0:00,2135,3,Southwest,358,INTIMATE PARTNER - SIMPLE ASSAULT,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ROLLAND CURTIS
1/25/2024 0:00,1/21/2024 0:00,1159,8,West LA,852,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,11800    SANTA MONICA                 BL
1/25/2024 0:00,1/23/2024 0:00,430,5,Harbor,525,VEHICLE - STOLEN,,STREET,,500 N  FRIES                        AV
1/25/2024 0:00,1/24/2024 0:00,1925,7,Wilshire,724,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,THE GROVE,,100    THE GROVE                    DR
1/25/2024 0:00,1/25/2024 0:00,1232,4,Hollenbeck,471,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,HIGH SCHOOL,,1600 E  4TH                          ST
1/25/2024 0:00,1/25/2024 0:00,1907,14,Pacific,1494,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,600    WORLD                        WY
1/25/2024 0:00,1/25/2024 0:00,1720,18,Southeast,1832,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,POLICE FACILITY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",100 W  108TH                        ST
1/25/2024 0:00,1/24/2024 0:00,1700,10,West Valley,1033,VEHICLE - STOLEN,,STREET,,19100    VICTORY                      BL
1/25/2024 0:00,1/24/2024 0:00,1030,9,Van Nuys,963,BURGLARY,M,SINGLE FAMILY DWELLING,,14600    ADDISON                      ST
1/25/2024 0:00,1/25/2024 0:00,620,20,Olympic,2024,ROBBERY,X,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3700    WILSHIRE                     BL
1/25/2024 0:00,1/25/2024 0:00,1840,13,Newton,1347,CRIMINAL THREATS - NO WEAPON DISPLAYED,F,SINGLE FAMILY DWELLING,VERBAL THREAT,1500 E  32ND                         ST
1/25/2024 0:00,1/25/2024 0:00,1910,7,Wilshire,701,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,900 N  LAUREL                       AV
1/25/2024 0:00,1/25/2024 0:00,45,15,N Hollywood,1511,VEHICLE - STOLEN,,PARKING LOT,,7300    ATOLL                        AV
1/25/2024 0:00,1/25/2024 0:00,55,12,77th Street,1239,ROBBERY,M,STREET,OTHER KNIFE,60TH                         ST
1/25/2024 0:00,1/22/2024 0:00,1400,18,Southeast,1831,"BUNCO, GRAND THEFT",F,SINGLE FAMILY DWELLING,,500 W  127TH                        ST
1/25/2024 0:00,1/25/2024 0:00,445,9,Van Nuys,971,INTIMATE PARTNER - SIMPLE ASSAULT,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",15000    MOORPARK                     ST
1/25/2024 0:00,1/16/2024 0:00,405,2,Rampart,245,THEFT PLAIN - PETTY ($950 & UNDER),M,OTHER RESIDENCE,,W  6TH                          ST
1/25/2024 0:00,1/25/2024 0:00,605,13,Newton,1391,ROBBERY,M,STREET,SEMI-AUTOMATIC PISTOL,BROADWAY
1/25/2024 0:00,1/24/2024 0:00,1900,19,Mission,1999,VEHICLE - STOLEN,,DRIVEWAY,,7800    RANCHITO                     AV
1/25/2024 0:00,1/20/2024 0:00,2356,11,Northeast,1181,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1100 N  BENTON                       WY
1/25/2024 0:00,1/25/2024 0:00,130,7,Wilshire,784,VEHICLE - STOLEN,,STREET,,2100 S  HIGHLAND                     AV
1/25/2024 0:00,1/25/2024 0:00,1714,1,Central,152,THEFT PLAIN - PETTY ($950 & UNDER),M,OTHER RESIDENCE,,600 S  GRAND                        AV
1/25/2024 0:00,1/24/2024 0:00,455,16,Foothill,1636,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,SINGLE FAMILY DWELLING,,9800    CRAIG MITCHELL               LN
1/25/2024 0:00,1/25/2024 0:00,210,9,Van Nuys,937,INTIMATE PARTNER - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",13900    BESSEMER                     ST
1/25/2024 0:00,1/25/2024 0:00,1300,19,Mission,1915,BRANDISH WEAPON,F,SINGLE FAMILY DWELLING,HAMMER,14500    PADDOCK                      ST
1/25/2024 0:00,1/19/2024 0:00,1700,10,West Valley,1063,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,ELEMENTARY SCHOOL,,5200    CREBS                        AV
1/25/2024 0:00,1/19/2024 0:00,1,18,Southeast,1871,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,OTHER BUSINESS,,600 W  135TH                        ST
1/25/2024 0:00,1/18/2024 0:00,1900,8,West LA,852,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1700    ARMACOST                     AV
1/25/2024 0:00,1/25/2024 0:00,1,7,Wilshire,769,TRESPASSING,M,YARD (RESIDENTIAL/BUSINESS),,1300    6TH                          AV
1/25/2024 0:00,1/25/2024 0:00,1810,18,Southeast,1841,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10900 S  VERMONT                      AV
1/25/2024 0:00,1/25/2024 0:00,1636,9,Van Nuys,964,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,14000    RIVERSIDE                    DR
1/25/2024 0:00,1/22/2024 0:00,1030,12,77th Street,1235,VEHICLE - STOLEN,,STREET,,1300 W  58TH                         PL
1/25/2024 0:00,1/25/2024 0:00,800,1,Central,161,BURGLARY FROM VEHICLE,M,STREET,,800 S  FIGUEROA                     ST
1/25/2024 0:00,1/25/2024 0:00,1145,18,Southeast,1803,VEHICLE - STOLEN,,STREET,,300 E  MANCHESTER                   AV
1/25/2024 0:00,1/25/2024 0:00,510,20,Olympic,2069,ROBBERY,M,STREET,HAND GUN,PICO                         BL
1/25/2024 0:00,1/21/2024 0:00,1627,7,Wilshire,722,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,THE BEVERLY CONNECTION,,8400    BEVERLY                      BL
1/25/2024 0:00,1/25/2024 0:00,1120,6,Hollywood,638,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VAN NESS
1/25/2024 0:00,1/25/2024 0:00,2116,3,Southwest,357,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,PARKING LOT,VERBAL THREAT,36TH
1/25/2024 0:00,1/23/2024 0:00,330,7,Wilshire,749,BURGLARY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,800    CRENSHAW                     BL
1/25/2024 0:00,1/11/2024 0:00,1515,5,Harbor,564,THEFT PLAIN - PETTY ($950 & UNDER),F,HIGH SCHOOL,,200 W  5TH                          ST
1/25/2024 0:00,1/23/2024 0:00,740,5,Harbor,526,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,STREET,,800    LAGOON                       AV
1/25/2024 0:00,1/25/2024 0:00,1700,5,Harbor,514,ROBBERY,X,STREET,SIMULATED GUN,LOMITA
1/25/2024 0:00,1/21/2024 0:00,2000,14,Pacific,1415,BURGLARY FROM VEHICLE,F,GARAGE/CARPORT,,1000    DOREEN                       PL
1/25/2024 0:00,1/24/2024 0:00,1810,18,Southeast,1832,CRIMINAL THREATS - NO WEAPON DISPLAYED,F,SIDEWALK,VERBAL THREAT,100 E  104TH                        ST
1/25/2024 0:00,1/25/2024 0:00,1250,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/25/2024 0:00,2000,18,Southeast,1837,BATTERY - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1600 E  114TH                        ST
1/25/2024 0:00,1/25/2024 0:00,1137,2,Rampart,256,BATTERY - SIMPLE ASSAULT,F,RESTAURANT/FAST FOOD,UNKNOWN WEAPON/OTHER WEAPON,1600    WILSHIRE                     BL
1/25/2024 0:00,1/25/2024 0:00,2206,11,Northeast,1113,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,2600    COLORADO                     BL
1/25/2024 0:00,1/24/2024 0:00,1600,3,Southwest,337,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,STREET,HAND GUN,BUDLONG
1/25/2024 0:00,1/25/2024 0:00,1245,18,Southeast,1849,TRESPASSING,F,SINGLE FAMILY DWELLING,,1900    SANTA ANA                    BL
1/25/2024 0:00,1/23/2024 0:00,2104,9,Van Nuys,914,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,DRUG STORE,,7100    VAN NUYS                     BL
1/25/2024 0:00,1/21/2024 0:00,1900,14,Pacific,1452,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,STREET,,300    WASHINGTON                   BL
1/25/2024 0:00,1/25/2024 0:00,800,8,West LA,838,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,1000    GAYLEY                       AV
1/25/2024 0:00,1/21/2024 0:00,1900,14,Pacific,1452,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,STREET,,300    WASHINGTON                   BL
1/25/2024 0:00,1/21/2024 0:00,1000,18,Southeast,1824,VIOLATION OF COURT ORDER,F,SINGLE FAMILY DWELLING,,9500    CLOVIS                       AV
1/25/2024 0:00,1/24/2024 0:00,1900,10,West Valley,1031,VEHICLE - ATTEMPT STOLEN,F,PARKING LOT,,6500    SHIRLEY                      AV
1/25/2024 0:00,1/24/2024 0:00,2220,21,Topanga,2185,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,SINGLE FAMILY DWELLING,,22000    DE LA OSA                    ST
1/25/2024 0:00,1/25/2024 0:00,137,14,Pacific,1494,BURGLARY,M,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,300    WORLD                        WY
1/25/2024 0:00,1/13/2024 0:00,1100,21,Topanga,2158,BURGLARY FROM VEHICLE,M,STREET,,6200    DE SOTO                      AV
1/25/2024 0:00,1/24/2024 0:00,150,1,Central,111,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,BARTLETT
1/25/2024 0:00,1/24/2024 0:00,1900,11,Northeast,1136,SHOPLIFTING - PETTY THEFT ($950 & UNDER),F,OTHER BUSINESS,,4200    EAGLE ROCK                   BL
1/25/2024 0:00,1/25/2024 0:00,1411,2,Rampart,202,CRIMINAL THREATS - NO WEAPON DISPLAYED,F,STREET,VERBAL THREAT,BURNS
1/25/2024 0:00,1/24/2024 0:00,1700,5,Harbor,505,VEHICLE - STOLEN,,STREET,,19700    MAGELLAN                     DR
1/25/2024 0:00,1/24/2024 0:00,1700,2,Rampart,231,VEHICLE - STOLEN,,STREET,,HOOVER
1/25/2024 0:00,1/25/2024 0:00,1145,20,Olympic,2088,BRANDISH WEAPON,M,WAREHOUSE,HAND GUN,1300 W  WASHINGTON                   BL
1/25/2024 0:00,1/25/2024 0:00,740,13,Newton,1321,BURGLARY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,100 W  22ND                         ST
1/25/2024 0:00,1/25/2024 0:00,1300,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/24/2024 0:00,1505,4,Hollenbeck,499,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,STREET,,3600    UNION PACIFIC                AV
1/25/2024 0:00,1/25/2024 0:00,2130,1,Central,166,BATTERY - SIMPLE ASSAULT,M,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 S  SAN PEDRO                    ST
1/25/2024 0:00,1/24/2024 0:00,2230,7,Wilshire,743,BURGLARY FROM VEHICLE,F,STREET,,WILSHIRE                     BL
1/25/2024 0:00,1/25/2024 0:00,1430,9,Van Nuys,923,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,6700    VAN NUYS                     BL
1/25/2024 0:00,1/24/2024 0:00,2040,8,West LA,853,BIKE - STOLEN,F,GARAGE/CARPORT,,11300    OHIO                         AV
1/25/2024 0:00,1/25/2024 0:00,1440,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/24/2024 0:00,850,7,Wilshire,737,BURGLARY FROM VEHICLE,M,STREET,,5200    WILSHIRE                     BL
1/25/2024 0:00,1/24/2024 0:00,1200,16,Foothill,1676,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SUNLAND                      BL
1/25/2024 0:00,1/25/2024 0:00,1830,21,Topanga,2187,BURGLARY FROM VEHICLE,M,PARKING LOT,,21300    VENTURA                      BL
1/25/2024 0:00,1/24/2024 0:00,1740,3,Southwest,316,DISCHARGE FIREARMS/SHOTS FIRED,F,STREET,UNKNOWN FIREARM,W  HOBART                       BL
1/25/2024 0:00,1/25/2024 0:00,415,5,Harbor,513,DISCHARGE FIREARMS/SHOTS FIRED,X,STREET,UNKNOWN FIREARM,253RD
1/25/2024 0:00,1/24/2024 0:00,2240,1,Central,144,VEHICLE - STOLEN,,STREET,,4TH
1/25/2024 0:00,1/25/2024 0:00,730,10,West Valley,1088,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",16700    BOSQUE                       DR
1/25/2024 0:00,1/25/2024 0:00,2230,10,West Valley,1017,ROBBERY,M,MARKET,VERBAL THREAT,17200    SATICOY                      ST
1/25/2024 0:00,1/25/2024 0:00,1500,6,Hollywood,631,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,2100    SUNSET PLAZA                 DR
1/25/2024 0:00,1/24/2024 0:00,1500,9,Van Nuys,985,PICKPOCKET,F,MARKET,,14300    VENTURA                      BL
1/25/2024 0:00,1/20/2024 0:00,1105,15,N Hollywood,1532,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,BALCONY*,,12100    OXNARD                       ST
1/25/2024 0:00,1/25/2024 0:00,400,21,Topanga,2149,BURGLARY,M,VETERINARIAN/ANIMAL HOSPITAL,UNKNOWN WEAPON/OTHER WEAPON,19700    SHERMAN                      WY
1/25/2024 0:00,1/25/2024 0:00,2320,5,Harbor,589,BATTERY - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3600    STEPHEN M WHITE              DR
1/25/2024 0:00,1/24/2024 0:00,2010,6,Hollywood,625,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,OTHER BUSINESS,ROCK/THROWN OBJECT,2300 N  HIGHLAND                     AV
1/25/2024 0:00,1/22/2024 0:00,30,1,Central,171,VEHICLE - STOLEN,,STREET,,700    CHICK HEARN                  CT
1/25/2024 0:00,1/25/2024 0:00,1805,8,West LA,884,BATTERY - SIMPLE ASSAULT,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",GLENDON                      AV
1/25/2024 0:00,1/25/2024 0:00,345,18,Southeast,1863,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,PARKING LOT,,12000    AVALON                       BL
1/25/2024 0:00,1/1/2024 0:00,700,17,Devonshire,1771,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,OTHER BUSINESS,,9400    MASON                        AV
1/25/2024 0:00,1/8/2024 0:00,1100,1,Central,161,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,OTHER BUSINESS,,900 W  8TH                          ST
1/25/2024 0:00,1/25/2024 0:00,400,3,Southwest,399,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,PARKING LOT,,FLOWER
1/25/2024 0:00,1/23/2024 0:00,1500,8,West LA,802,BURGLARY FROM VEHICLE,F,STREET,,1000    WILL ROGERS STATE PARK       RD
1/25/2024 0:00,1/24/2024 0:00,1930,6,Hollywood,676,BATTERY - SIMPLE ASSAULT,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",700    VINE                         ST
1/25/2024 0:00,1/24/2024 0:00,2200,14,Pacific,1443,THEFT PLAIN - PETTY ($950 & UNDER),M,"VEHICLE, PASSENGER/TRUCK",,600    COEUR D ALENE                AV
1/25/2024 0:00,1/16/2024 0:00,1200,12,77th Street,1242,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,6300    MADDEN                       AV
1/25/2024 0:00,1/25/2024 0:00,1740,3,Southwest,353,"THEFT, PERSON",F,MTA - EXPO LINE - FARMDALE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4400    EXPOSITION                   BL
1/25/2024 0:00,1/25/2024 0:00,1050,2,Rampart,246,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,STREET,UNKNOWN WEAPON/OTHER WEAPON,600 S  ALVARADO                     ST
1/25/2024 0:00,1/19/2024 0:00,1945,2,Rampart,245,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,GARAGE/CARPORT,,2500 W  5TH                          ST
1/25/2024 0:00,1/24/2024 0:00,2200,19,Mission,1999,VEHICLE - STOLEN,,PARKING LOT,,7800    WOODMAN                      AV
1/25/2024 0:00,1/25/2024 0:00,1705,18,Southeast,1861,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,SINGLE FAMILY DWELLING,VERBAL THREAT,11900    AINSWORTH                    ST
1/25/2024 0:00,1/25/2024 0:00,1630,6,Hollywood,636,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,STREET,,1700    WHITLEY                      AV
1/25/2024 0:00,1/25/2024 0:00,1920,20,Olympic,2074,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,SINGLE FAMILY DWELLING,,1800 S  ARDMORE                      AV
1/25/2024 0:00,1/25/2024 0:00,1320,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/23/2024 0:00,1100,19,Mission,1999,VEHICLE - STOLEN,,STREET,,13600    STAGG                        ST
1/25/2024 0:00,1/25/2024 0:00,1400,6,Hollywood,638,THEFT PLAIN - PETTY ($950 & UNDER),M,DRIVEWAY,,1800 N  WILTON                       PL
1/25/2024 0:00,1/25/2024 0:00,400,12,77th Street,1248,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6600    MENLO                        AV
1/25/2024 0:00,1/25/2024 0:00,1030,15,N Hollywood,1586,ROBBERY,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LANKERSHIM                   BL
1/25/2024 0:00,1/25/2024 0:00,2100,7,Wilshire,702,BURGLARY FROM VEHICLE,M,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,7400    MELROSE                      AV
1/25/2024 0:00,1/25/2024 0:00,1100,8,West LA,897,VEHICLE - STOLEN,,PARKING LOT,,3300    LIVONIA                      AV
1/25/2024 0:00,1/23/2024 0:00,440,14,Pacific,1473,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,7300 W  85TH                         ST
1/25/2024 0:00,1/12/2024 0:00,930,17,Devonshire,1781,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,DEPARTMENT STORE,,20700    DEARBORN                     ST
1/25/2024 0:00,1/19/2024 0:00,1850,17,Devonshire,1764,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,DEPARTMENT STORE,,9300    TAMPA                        AV
1/25/2024 0:00,1/25/2024 0:00,730,21,Topanga,2148,"BUNCO, ATTEMPT",M,GAS STATION,,20200    SHERMAN                      WY
1/25/2024 0:00,1/24/2024 0:00,1630,12,77th Street,1243,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,SINGLE FAMILY DWELLING,,1800 W  66TH                         ST
1/25/2024 0:00,1/24/2024 0:00,1900,14,Pacific,1406,BURGLARY FROM VEHICLE,M,GARAGE/CARPORT,,3300    MOTOR                        AV
1/25/2024 0:00,1/10/2024 0:00,1100,17,Devonshire,1764,BURGLARY,F,PUBLIC STORAGE,,9300    SHIRLEY                      AV
1/25/2024 0:00,1/25/2024 0:00,1500,1,Central,132,TRESPASSING,M,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,100 S  HILL                         ST
1/25/2024 0:00,1/25/2024 0:00,1320,15,N Hollywood,1526,THEFT OF IDENTITY,M,SINGLE FAMILY DWELLING,,6200    LANKERSHIM                   BL
1/25/2024 0:00,1/25/2024 0:00,1755,18,Southeast,1822,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,SIDEWALK,BOTTLE,10300 S  FIGUEROA                     ST
1/25/2024 0:00,1/19/2024 0:00,1200,21,Topanga,2106,THEFT OF IDENTITY,M,OTHER BUSINESS,,21300    NORDHOFF                     ST
1/25/2024 0:00,1/25/2024 0:00,1630,10,West Valley,1075,ROBBERY,F,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",18100    VENTURA                      BL
1/25/2024 0:00,1/24/2024 0:00,1910,5,Harbor,517,VIOLATION OF RESTRAINING ORDER,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1000    BROAD                        AV
1/25/2024 0:00,1/24/2024 0:00,2300,3,Southwest,316,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),F,STREET,,1900 W  22ND                         ST
1/25/2024 0:00,1/25/2024 0:00,411,21,Topanga,2187,BURGLARY,M,DRUG STORE,UNKNOWN WEAPON/OTHER WEAPON,21200    VENTURA                      BL
1/25/2024 0:00,1/24/2024 0:00,1730,3,Southwest,373,VEHICLE - STOLEN,,DRIVEWAY,,3700    DEGNAN                       BL
1/25/2024 0:00,1/24/2024 0:00,2130,3,Southwest,394,VEHICLE - STOLEN,,STREET,,4100    SUTRO                        AV
1/25/2024 0:00,1/25/2024 0:00,1410,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/25/2024 0:00,1410,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/24/2024 0:00,1230,8,West LA,833,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,STREET,,10900    WELLWORTH                    AV
1/25/2024 0:00,1/25/2024 0:00,1330,2,Rampart,246,TRESPASSING,X,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,600 S  ALVARADO                     ST
1/25/2024 0:00,1/25/2024 0:00,730,9,Van Nuys,981,INTIMATE PARTNER - SIMPLE ASSAULT,M,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",15300    VENTURA                      BL
1/25/2024 0:00,1/24/2024 0:00,2000,11,Northeast,1148,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,STREET,,4500    GLENALBYN                    DR
1/25/2024 0:00,1/25/2024 0:00,700,1,Central,174,BATTERY - SIMPLE ASSAULT,F,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",700 S  MAIN                         ST
1/25/2024 0:00,1/24/2024 0:00,2200,7,Wilshire,779,TRESPASSING,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,ARLINGTON
1/25/2024 0:00,1/25/2024 0:00,940,20,Olympic,2027,TRESPASSING,X,MTA - PURPLE LINE - WILSHIRE/NORMANDIE,,WILSHIRE
1/25/2024 0:00,1/25/2024 0:00,930,14,Pacific,1463,BURGLARY FROM VEHICLE,M,PARKING LOT,,12900 W  JEFFERSON                    BL
1/25/2024 0:00,1/23/2024 0:00,100,14,Pacific,1494,VEHICLE - STOLEN,,PARKING LOT,,600    WORLD WAY
1/25/2024 0:00,1/25/2024 0:00,2040,17,Devonshire,1752,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,ALLEY,UNKNOWN WEAPON/OTHER WEAPON,10000    DE SOTO                      AV
1/25/2024 0:00,1/21/2024 0:00,1900,14,Pacific,1415,INTIMATE PARTNER - SIMPLE ASSAULT,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",PENMAR
1/25/2024 0:00,1/24/2024 0:00,2248,11,Northeast,1184,BURGLARY FROM VEHICLE,F,STREET,,1300    QUINTERO                     ST
1/25/2024 0:00,1/25/2024 0:00,900,3,Southwest,375,ATTEMPTED ROBBERY,F,LAUNDROMAT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3800 S  WESTERN                      AV
